decisions,raw_success_rate,source_macro_success_rate,source_macro_sources,raw_catastrophe_rate,source_macro_catastrophe_rate,raw_safe_noncompletion_rate,source_macro_safe_noncompletion_rate,raw_intervention_rate,source_macro_intervention_rate,raw_utility,source_macro_utility,order,policy,raw_regret_to_oracle,source_macro_regret_to_oracle,raw_oracle_improvement_vs_risk_recovered,source_macro_oracle_improvement_vs_risk_recovered,choice_provenance,paper_role
273,0.575091575091575,0.5197222222222222,20,0.336996336996337,0.38916666666666666,0.08791208791208792,0.09111111111111111,0.0,0.0,0.23809523809523808,0.13055555555555556,1,Always Base,0.41391941391941395,0.43361111111111106,-0.25555555555555565,-0.39999999999999997,Phase 2.5B frozen OOF fixed policy,policy regret comparator
273,0.46886446886446886,0.43472222222222223,20,0.14652014652014653,0.18,0.38461538461538464,0.3852777777777778,1.0,1.0,0.32234432234432236,0.25472222222222224,2,Always Detour,0.32967032967032966,0.30944444444444436,0.0,0.0008968609865472255,Phase 2.5B frozen OOF fixed policy,policy regret comparator
273,0.0,0.0,20,0.09523809523809523,0.18583333333333335,0.9047619047619048,0.8141666666666666,1.0,1.0,-0.09523809523809523,-0.18583333333333335,3,Always Retreat,0.7472527472527473,0.75,-1.2666666666666668,-1.4215246636771302,Phase 2.5B frozen OOF fixed policy,policy regret comparator
273,0.5494505494505495,0.498888888888889,20,0.23443223443223443,0.2511111111111112,0.21611721611721613,0.25000000000000006,0.4065934065934066,0.49805555555555553,0.315018315018315,0.2477777777777778,4,Risk -> Detour,0.336996336996337,0.31638888888888883,-0.022222222222222313,-0.021524663677129918,Phase 2.5B frozen foldwise OOF,policy regret comparator
273,0.4981684981684982,0.43944444444444447,20,0.2490842490842491,0.30972222222222223,0.25274725274725274,0.2508333333333333,0.2490842490842491,0.35055555555555556,0.2490842490842491,0.12972222222222224,5,Risk -> Retreat,0.40293040293040294,0.43444444444444436,-0.22222222222222227,-0.40269058295964116,Phase 2.5B frozen foldwise OOF,policy regret comparator
273,0.5531135531135531,0.5022222222222223,20,0.23076923076923078,0.24777777777777782,0.21611721611721613,0.25000000000000006,0.40293040293040294,0.4947222222222222,0.32234432234432236,0.2544444444444444,6,Risk -> Best Fixed,0.32967032967032966,0.3097222222222222,0.0,0.0,Phase 2.5B frozen foldwise OOF,policy regret comparator
273,0.6886446886446886,0.6383333333333334,20,0.12087912087912088,0.14833333333333334,0.19047619047619047,0.2133333333333333,0.3333333333333333,0.34277777777777774,0.5677655677655677,0.48999999999999994,7,Oracle Benefit Gate -> Best Fixed,0.08424908424908428,0.07416666666666666,0.7444444444444444,0.7605381165919283,Phase 2.5A global Detour under canonical B,policy regret comparator
273,0.673992673992674,0.6158333333333333,20,0.08058608058608059,0.12416666666666669,0.2454212454212454,0.26,0.3333333333333333,0.34277777777777774,0.5934065934065934,0.4916666666666668,8,Oracle Benefit Gate -> learned tiny nonlinear choice,0.05860805860805862,0.07249999999999979,0.8222222222222222,0.7659192825112114,Phase 2.5B-R frozen resolver OOF,capacity diagnostic only; not the paper method
273,0.5457875457875457,0.4877777777777779,20,0.1575091575091575,0.2163888888888889,0.2967032967032967,0.29583333333333334,0.4432234432234432,0.45666666666666667,0.3882783882783883,0.27138888888888896,9,Learned Benefit Gate -> Oracle Choice,0.26373626373626374,0.29277777777777764,0.19999999999999996,0.05470852017937251,Phase 2.5B-R frozen resolver OOF,capacity diagnostic only; not the paper method
273,0.5311355311355311,0.47333333333333344,20,0.19047619047619047,0.2422222222222222,0.2783882783882784,0.28444444444444444,0.4432234432234432,0.45666666666666667,0.34065934065934067,0.23111111111111113,10,full learned ADR,0.31135531135531136,0.33305555555555544,0.055555555555555525,-0.07533632286995502,Phase 2.5B-R frozen resolver OOF,capacity diagnostic only; not the paper method
273,0.6886446886446886,0.6383333333333334,20,0.03663003663003663,0.07416666666666666,0.27472527472527475,0.2875,0.3333333333333333,0.34277777777777774,0.652014652014652,0.5641666666666666,11,Oracle,0.0,0.0,1.0,1.0,Phase 2.5B-R frozen resolver OOF,oracle diagnostic only
