episode_id,placement_id,source_state_sha256,condition,group,cohort,reference_base_outcome,dynamic_outcome,intervened,selected_option,missed_recovery_window,trace_actions,reference_collision_action_index,trigger_action_index,alignment_anchor_action_index,alignment_anchor_type,detour_count_above_pointwise_margin,detour_cumulative_excess_above_pointwise_margin,detour_fraction_above_pointwise_margin,detour_longest_run_above_pointwise_margin,detour_moving_average_max_k3,detour_moving_average_max_k5,detour_moving_average_max_k8,detour_raw_max,detour_raw_max_action_index,detour_top5_mean,detour_trend_points,detour_trend_slope_last10_pre_event,longest_detour_candidate_run,longest_detour_option_argmax_run,longest_retreat_hold_candidate_run,longest_retreat_hold_option_argmax_run,longest_stable_nonbase_candidate_run,max_nonbase_count_above_pointwise_margin,max_nonbase_cumulative_excess_above_pointwise_margin,max_nonbase_fraction_above_pointwise_margin,max_nonbase_longest_run_above_pointwise_margin,max_nonbase_moving_average_max_k3,max_nonbase_moving_average_max_k5,max_nonbase_moving_average_max_k8,max_nonbase_raw_max,max_nonbase_raw_max_action_index,max_nonbase_raw_max_option,max_nonbase_top5_mean,max_nonbase_trend_points,max_nonbase_trend_slope_last10_pre_event,pointwise_margin,retreat_hold_count_above_pointwise_margin,retreat_hold_cumulative_excess_above_pointwise_margin,retreat_hold_fraction_above_pointwise_margin,retreat_hold_longest_run_above_pointwise_margin,retreat_hold_moving_average_max_k3,retreat_hold_moving_average_max_k5,retreat_hold_moving_average_max_k8,retreat_hold_raw_max,retreat_hold_raw_max_action_index,retreat_hold_top5_mean,retreat_hold_trend_points,retreat_hold_trend_slope_last10_pre_event,sequential_margin,t20_window_complete,t20_window_detour_candidate_count,t20_window_detour_candidate_fraction,t20_window_detour_count_above_pointwise_margin,t20_window_detour_cumulative_excess_above_pointwise_margin,t20_window_detour_fraction_above_pointwise_margin,t20_window_detour_longest_run_above_pointwise_margin,t20_window_detour_moving_average_max_k3,t20_window_detour_moving_average_max_k5,t20_window_detour_moving_average_max_k8,t20_window_detour_raw_max,t20_window_detour_raw_max_action_index,t20_window_detour_top5_mean,t20_window_detour_trend_points,t20_window_detour_trend_slope_last10_pre_event,t20_window_end_action_index,t20_window_expected_actions,t20_window_longest_detour_candidate_run,t20_window_max_nonbase_count_above_pointwise_margin,t20_window_max_nonbase_cumulative_excess_above_pointwise_margin,t20_window_max_nonbase_fraction_above_pointwise_margin,t20_window_max_nonbase_longest_run_above_pointwise_margin,t20_window_max_nonbase_moving_average_max_k3,t20_window_max_nonbase_moving_average_max_k5,t20_window_max_nonbase_moving_average_max_k8,t20_window_max_nonbase_raw_max,t20_window_max_nonbase_raw_max_action_index,t20_window_max_nonbase_top5_mean,t20_window_max_nonbase_trend_points,t20_window_max_nonbase_trend_slope_last10_pre_event,t20_window_observed_actions,t20_window_retreat_hold_count_above_pointwise_margin,t20_window_retreat_hold_cumulative_excess_above_pointwise_margin,t20_window_retreat_hold_fraction_above_pointwise_margin,t20_window_retreat_hold_longest_run_above_pointwise_margin,t20_window_retreat_hold_moving_average_max_k3,t20_window_retreat_hold_moving_average_max_k5,t20_window_retreat_hold_moving_average_max_k8,t20_window_retreat_hold_raw_max,t20_window_retreat_hold_raw_max_action_index,t20_window_retreat_hold_top5_mean,t20_window_retreat_hold_trend_points,t20_window_retreat_hold_trend_slope_last10_pre_event,t20_window_start_action_index,trace_first_action_index,trace_last_action_index
bb81edc8b1c6c5f2e03770878f6da5361286952a725502ca2470e797c9efe3cc,glass_recovery_heldout_0008,ee80df3b66355fec71dac4d55ffb5ce7b61aaabc72c65b4cc6679373d62e5f32,glass,other_glass,stable_four_source,catastrophe,catastrophe,False,base_continue,False,43,42,,42,collision,20,7.30032677295089,0.46511627906976744,7,0.9367889881760711,0.8259942416427953,0.7889385224674602,1.1160582216051922,29,0.9630971162764747,10,-0.007525492350661144,33,14,3,3,33,21,7.829041014567731,0.4883720930232558,13,0.9367889881760711,0.8259942416427953,0.7889385224674602,1.1160582216051922,29,detour_complete,0.9630971162764747,10,-0.03141991268382222,0.10866981926369482,9,2.8848912935390887,0.20930232558139536,3,0.5823609820950131,0.3307788050198765,0.24250740468003207,0.7425774549120533,27,0.554493733699124,10,-0.06894362272174125,1.5974966343147736,True,17,0.85,17,6.7366909232522465,0.85,7,0.9367889881760711,0.8259942416427953,0.7889385224674602,1.1160582216051922,29,0.9630971162764747,10,-0.007525492350661144,42,20,10,18,7.265405164869088,0.9,13,0.9367889881760711,0.8259942416427953,0.7889385224674602,1.1160582216051922,29,0.9630971162764747,10,-0.03141991268382222,20,9,2.8848912935390887,0.45,3,0.5823609820950131,0.3307788050198765,0.24250740468003207,0.7425774549120533,27,0.554493733699124,10,-0.06894362272174125,23,0,42
fc6485b7466adc869d73a46a9abed9b265eb1c5adc3fd8d027b0d5a7cfdfe292,glass_recovery_heldout_0008,ee80df3b66355fec71dac4d55ffb5ce7b61aaabc72c65b4cc6679373d62e5f32,offpath,base_success_offpath_noglass_control,stable_four_source,task_success,task_success,False,base_continue,False,85,,,84,trace_end_no_collision_or_trigger,21,7.507164766300315,0.24705882352941178,6,0.988974532156768,0.6902562970324244,0.6986139440789245,1.2395065316620522,78,1.0080454211513097,10,0.019456798813056203,44,10,4,4,44,22,9.34312724437854,0.25882352941176473,8,1.0530828632477558,0.9272073669036589,0.9337342227797972,1.2395065316620522,78,detour_complete,1.04722146683304,10,0.05183310173499478,0.10866981926369482,8,3.852455030014493,0.09411764705882353,8,0.7520067606239041,0.7204415312942953,0.5902266980155064,0.7792320370966864,82,0.7204415312942953,10,0.08920330946224729,1.5974966343147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84
52fe34d7160fc48990cc36822d9cd86d81953c5bce6d21c085f574d3ad220652,glass_recovery_heldout_0008,ee80df3b66355fec71dac4d55ffb5ce7b61aaabc72c65b4cc6679373d62e5f32,noglass,base_success_offpath_noglass_control,stable_four_source,task_success,task_success,True,detour_complete,False,78,,77,77,trigger,29,11.984412395706066,0.3717948717948718,7,1.1716981348384419,0.830331905435289,0.5970593154841093,1.6347109310676993,77,1.0714342057602697,10,0.17763227351973854,41,12,1,0,41,29,11.984412395706066,0.3717948717948718,7,1.1716981348384419,0.830331905435289,0.5970593154841093,1.6347109310676993,77,detour_complete,1.0714342057602697,10,0.17763227351973854,0.10866981926369482,8,1.3919622290437945,0.10256410256410256,2,0.24525766391815135,0.09523771650585688,-0.0031968139320345586,0.5203377727649515,30,0.3455734072177238,10,0.13093546732973038,1.5974966343147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77
b7535c2a3e5bb940379fc979623377778a6fcb662bc3dd43fdf0b72bb478b76b,glass_recovery_heldout_0009,f503237b77431608781a0f18ed0f5abc54c06ad3457d8c1d41142c99ff4f999c,glass,successfully_recovered_glass,stable_four_source,catastrophe,task_success,True,detour_complete,False,26,33,25,25,trigger,11,8.763906969748373,0.4230769230769231,9,1.4506766445240027,1.3983176245987612,1.180939381414362,1.6507053192592136,25,1.3983176245987612,10,0.17809593742330954,26,9,0,0,26,11,8.763906969748373,0.4230769230769231,9,1.4506766445240027,1.3983176245987612,1.180939381414362,1.6507053192592136,25,detour_complete,1.3983176245987612,10,0.17809593742330954,0.10866981926369482,8,4.3067863112299065,0.3076923076923077,8,0.7527828490528019,0.7508311998429179,0.6470181081674331,0.8874402462579428,21,0.7508311998429178,10,0.10422398268755519,1.5974966343147736,False,12,1.0,9,8.637637520994092,0.75,9,1.4506766445240027,1.3983176245987612,1.180939381414362,1.6507053192592136,25,1.3983176245987612,10,0.17809593742330954,33,20,12,9,8.637637520994092,0.75,9,1.4506766445240027,1.3983176245987612,1.180939381414362,1.6507053192592136,25,1.3983176245987612,10,0.17809593742330954,12,8,4.306786311229906,0.6666666666666666,8,0.7527828490528019,0.7508311998429179,0.6470181081674331,0.8874402462579428,21,0.7508311998429178,10,0.10422398268755519,14,0,25
d76ddc48f94716acdda6ee8e9a52b9eeee3e28e4449c7e5b388f51adf44d56e7,glass_recovery_heldout_0009,f503237b77431608781a0f18ed0f5abc54c06ad3457d8c1d41142c99ff4f999c,offpath,base_success_offpath_noglass_control,stable_four_source,task_success,task_success,False,base_continue,False,99,,,98,trace_end_no_collision_or_trigger,21,10.12314665129125,0.21212121212121213,13,1.0432026212823158,1.006948845145883,0.9474167201282552,1.513682510422231,92,1.1119206724203194,10,-0.06255756135660827,93,10,4,4,93,22,12.182640714711281,0.2222222222222222,16,1.0432026212823158,1.006948845145883,0.9696796589329975,1.513682510422231,92,detour_complete,1.1119206724203194,10,-0.026859853887062662,0.10866981926369482,11,5.4632472125649905,0.1111111111111111,11,0.7765176965767185,0.7293359726974783,0.6948765998350008,0.7869841961407265,95,0.7572728881331221,10,-0.04080021689093405,1.5974966343147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98
ca39835b51c651d063fdfd1e2644cf071e0cb227dc4ff47eb296e218a84842d6,glass_recovery_heldout_0009,f503237b77431608781a0f18ed0f5abc54c06ad3457d8c1d41142c99ff4f999c,noglass,base_success_offpath_noglass_control,stable_four_source,task_success,task_success,False,base_continue,False,69,,,68,trace_end_no_collision_or_trigger,28,5.0729467057528534,0.4057971014492754,13,0.6190833167183128,0.43277145578761045,0.34990581954938893,0.7909002307749129,65,0.6346443689627164,10,-0.07243079154653839,63,13,2,2,63,31,5.633386919814541,0.4492753623188406,13,0.6190833167183128,0.5806869186254545,0.4546282197263867,0.7909002307749129,65,detour_complete,0.6346443689627164,10,-0.04052237484901034,0.10866981926369482,7,1.4689914322746331,0.10144927536231885,5,0.3963500271892061,0.3899366555148954,0.2372154553206097,0.4124286842634611,65,0.38993665551489537,10,0.02101446390471469,1.5974966343147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68
f1983b2fc43afa1afc0c718a96d9bb49a3350dfcb92de132b0850007e3cf58dd,glass_recovery_heldout_0010,aae24500d1a1b10366435161c9c9bd97a9d64a7ecdcc62fd5b07f5ef6485d08c,glass,missed_t20_recoverable_glass,stable_four_source,catastrophe,catastrophe,False,base_continue,True,36,35,,35,collision,13,7.069295855664614,0.3611111111111111,11,0.9411911609587944,0.9211043532510537,0.808107683533745,1.004809260357242,26,0.9211043532510536,10,-0.13688983668303883,34,14,2,1,34,13,7.069295855664614,0.3611111111111111,11,0.9411911609587944,0.9211043532510537,0.808107683533745,1.004809260357242,26,detour_complete,0.9211043532510536,10,-0.12703507719042112,0.10866981926369482,6,2.723751571596528,0.16666666666666666,6,0.6472469894468518,0.6115502823731341,0.40343755427911665,0.7321453140506908,23,0.6115502823731341,10,-0.07433337793203897,1.5974966343147736,True,18,0.9,13,7.069295855664614,0.65,11,0.9411911609587944,0.9211043532510537,0.808107683533745,1.004809260357242,26,0.9211043532510536,10,-0.13688983668303883,35,20,18,13,7.069295855664614,0.65,11,0.9411911609587944,0.9211043532510537,0.808107683533745,1.004809260357242,26,0.9211043532510536,10,-0.12703507719042112,20,6,2.723751571596528,0.3,6,0.6472469894468518,0.6115502823731341,0.40343755427911665,0.7321453140506908,23,0.6115502823731341,10,-0.07433337793203897,16,0,35
02b7484cd123139556882a24de525177129e0609b1450f59ff42f576f265a907,glass_recovery_heldout_0010,aae24500d1a1b10366435161c9c9bd97a9d64a7ecdcc62fd5b07f5ef6485d08c,offpath,base_success_offpath_noglass_control,stable_four_source,task_success,task_success,False,base_continue,False,75,,,74,trace_end_no_collision_or_trigger,26,10.34051621212879,0.3466666666666667,11,1.277127522820837,1.1809799506772358,0.9914239908808921,1.4041789463998575,70,1.1809799506772358,10,0.048813826858834584,67,7,1,1,67,26,10.35549017129395,0.3466666666666667,11,1.277127522820837,1.1809799506772358,0.993295735776537,1.4041789463998575,70,detour_complete,1.1809799506772358,10,0.0483600705204964,0.10866981926369482,7,1.2827819703046293,0.09333333333333334,4,0.36745905647509586,0.27134218242893565,0.14148650390859266,0.5167803704082412,71,0.352287867243104,10,0.044793945975125926,1.5974966343147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74
46ba89488aec67e7eacd081816ee86c33454f2857ccfada7431d34654dc78557,glass_recovery_heldout_0010,aae24500d1a1b10366435161c9c9bd97a9d64a7ecdcc62fd5b07f5ef6485d08c,noglass,base_success_offpath_noglass_control,stable_four_source,task_success,task_success,False,base_continue,False,79,,,78,trace_end_no_collision_or_trigger,35,16.959548124064526,0.4430379746835443,19,1.3060101721013546,1.175749772479236,0.9792288230725478,1.368144585465783,70,1.2192673356206867,10,-0.09327461462385536,34,10,4,4,34,39,17.69025498588492,0.4936708860759494,19,1.3060101721013546,1.1773666704211598,0.9802393842862501,1.368144585465783,70,detour_complete,1.2192673356206867,10,-0.09371558678983456,0.10866981926369482,24,7.198061359223291,0.3037974683544304,11,0.6538840781647122,0.5706711136539304,0.47304000345144553,0.6762842467742325,71,0.6345906830998003,10,-0.11325267988103199,1.5974966343147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78
b20b9cb23dc2579a75fbf4e1882f210b89833eee160aeed915c9dacd51f3de05,glass_recovery_heldout_0019,c4f07c7a1f316a0902a181c9b07ebd0d4de2f5425ce654a1a2cf15cd4ae604c6,glass,missed_t20_recoverable_glass,stable_four_source,catastrophe,catastrophe,False,base_continue,True,31,30,,30,collision,7,3.113329297697726,0.22580645161290322,5,0.9061323277826071,0.6560130819315664,0.36430648445173686,1.2960418806909693,18,0.6999723699843,10,-0.0025244497146409413,12,6,2,2,12,9,4.134199338089365,0.2903225806451613,6,0.9061323277826071,0.6976818599775941,0.5163534773054185,1.2960418806909693,18,detour_complete,0.7936118424600761,10,-0.03002747482096266,0.10866981926369482,5,1.8463824784310445,0.16129032258064516,4,0.38384063194349655,0.3355463802829784,0.21320059265735322,0.787638717597337,25,0.4779463149499037,10,-0.02563668985418767,1.5974966343147736,True,17,0.85,7,3.1133292976977254,0.35,5,0.9061323277826071,0.6560130819315664,0.36430648445173686,1.2960418806909693,18,0.6999723699843,10,-0.0025244497146409413,30,20,9,9,4.134199338089365,0.45,6,0.9061323277826071,0.6976818599775941,0.5163534773054185,1.2960418806909693,18,0.7936118424600761,10,-0.03002747482096266,20,5,1.8463824784310447,0.25,4,0.38384063194349655,0.3355463802829784,0.21320059265735322,0.787638717597337,25,0.4779463149499037,10,-0.02563668985418767,11,0,30
