label,method,lambda,calibration_target_intervention_rate,task_success_rate,catastrophe_rate,safe_noncompletion_rate,intervention_rate,unnecessary_intervention_rate,unnecessary_intervention_given_base_success,missed_beneficial_intervention_rate,missed_given_beneficial_rate,mean_utility,mean_oracle_regret,oracle_value_recovered,pareto_optimal_success_catastrophe_intervention,pareto_optimal_including_oracle_upper_bound
router_target_0.1,router,1.0,0.1,0.6923076923076923,0.2564102564102564,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.04,0.28205128205128205,0.7857142857142857,0.4358974358974359,0.4358974358974359,0.1904761904761905,True,True
binary_risk_retreat_target_0.1,binary_risk_retreat,1.0,0.1,0.6153846153846154,0.2564102564102564,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.04,0.3076923076923077,0.8571428571428571,0.358974358974359,0.5128205128205128,0.04761904761904765,True,True
router_target_0.2,router,1.0,0.2,0.717948717948718,0.20512820512820512,0.07692307692307693,0.1794871794871795,0.05128205128205128,0.08,0.23076923076923078,0.6428571428571429,0.5128205128205128,0.358974358974359,0.3333333333333332,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,1.0,0.2,0.5384615384615384,0.1794871794871795,0.28205128205128205,0.23076923076923078,0.10256410256410256,0.16,0.23076923076923078,0.6428571428571429,0.358974358974359,0.5128205128205128,0.04761904761904765,True,True
router_target_0.3,router,1.0,0.3,0.717948717948718,0.1794871794871795,0.10256410256410256,0.28205128205128205,0.10256410256410256,0.16,0.1794871794871795,0.5,0.5384615384615384,0.3333333333333333,0.3809523809523809,True,True
binary_risk_retreat_target_0.3,binary_risk_retreat,1.0,0.3,0.48717948717948717,0.1282051282051282,0.38461538461538464,0.3333333333333333,0.15384615384615385,0.24,0.1794871794871795,0.5,0.358974358974359,0.5128205128205128,0.04761904761904765,True,True
router_target_0.4,router,1.0,0.4,0.6666666666666666,0.1794871794871795,0.15384615384615385,0.4358974358974359,0.2564102564102564,0.4,0.1794871794871795,0.5,0.48717948717948717,0.38461538461538464,0.2857142857142857,False,False
binary_risk_retreat_target_0.4,binary_risk_retreat,1.0,0.4,0.46153846153846156,0.1282051282051282,0.41025641025641024,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,0.3333333333333333,0.5384615384615384,0.0,False,False
router_target_0.5,router,1.0,0.5,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5384615384615384,0.3076923076923077,0.48,0.1282051282051282,0.35714285714285715,0.5641025641025641,0.3076923076923077,0.42857142857142855,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,1.0,0.5,0.4358974358974359,0.10256410256410256,0.46153846153846156,0.41025641025641024,0.20512820512820512,0.32,0.15384615384615385,0.42857142857142855,0.3333333333333333,0.5384615384615384,0.0,True,False
router_target_0.6,router,1.0,0.6,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5384615384615384,0.3076923076923077,0.48,0.1282051282051282,0.35714285714285715,0.5641025641025641,0.3076923076923077,0.42857142857142855,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,1.0,0.6,0.358974358974359,0.07692307692307693,0.5641025641025641,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,0.28205128205128205,0.5897435897435898,-0.09523809523809519,True,False
router_target_0.7,router,1.0,0.7,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5384615384615384,0.3076923076923077,0.48,0.1282051282051282,0.35714285714285715,0.5641025641025641,0.3076923076923077,0.42857142857142855,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,1.0,0.7,0.3333333333333333,0.05128205128205128,0.6153846153846154,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.28205128205128205,0.5897435897435898,-0.09523809523809519,True,False
router_target_0.8,router,1.0,0.8,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5384615384615384,0.3076923076923077,0.48,0.1282051282051282,0.35714285714285715,0.5641025641025641,0.3076923076923077,0.42857142857142855,True,False
binary_risk_retreat_target_0.8,binary_risk_retreat,1.0,0.8,0.20512820512820512,0.02564102564102564,0.7692307692307693,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.1794871794871795,0.6923076923076923,-0.28571428571428564,True,False
router_target_0.9,router,1.0,0.9,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5384615384615384,0.3076923076923077,0.48,0.1282051282051282,0.35714285714285715,0.5641025641025641,0.3076923076923077,0.42857142857142855,True,False
binary_risk_retreat_target_0.9,binary_risk_retreat,1.0,0.9,0.07692307692307693,0.0,0.9230769230769231,0.9230769230769231,0.5641025641025641,0.88,0.0,0.0,0.07692307692307693,0.7948717948717948,-0.47619047619047605,True,False
base,base,1.0,,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.0,0.0,0.0,0.358974358974359,1.0,0.3333333333333333,0.5384615384615384,0.0,True,True
hazard_prompt,hazard_prompt,1.0,,0.4358974358974359,0.1794871794871795,0.38461538461538464,1.0,0.6410256410256411,1.0,0.0,0.0,0.2564102564102564,0.6153846153846154,-0.14285714285714285,False,False
always_detour,always_detour,1.0,,0.6410256410256411,0.07692307692307693,0.28205128205128205,1.0,0.6410256410256411,1.0,0.0,0.0,0.5641025641025641,0.3076923076923077,0.42857142857142855,True,False
always_retreat,always_retreat,1.0,,0.0,0.0,1.0,1.0,0.6410256410256411,1.0,0.0,0.0,0.0,0.8717948717948718,-0.619047619047619,False,False
oracle,oracle,1.0,,0.8717948717948718,0.0,0.1282051282051282,0.358974358974359,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,1.0,False,True
router_target_0.1,router,2.0,0.1,0.6666666666666666,0.28205128205128205,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.04,0.3076923076923077,0.8571428571428571,0.10256410256410256,0.7692307692307693,0.09090909090909091,True,True
binary_risk_retreat_target_0.1,binary_risk_retreat,2.0,0.1,0.6153846153846154,0.2564102564102564,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.04,0.3076923076923077,0.8571428571428571,0.10256410256410256,0.7692307692307693,0.09090909090909091,True,True
router_target_0.2,router,2.0,0.2,0.6923076923076923,0.20512820512820512,0.10256410256410256,0.20512820512820512,0.07692307692307693,0.12,0.23076923076923078,0.6428571428571429,0.28205128205128205,0.5897435897435898,0.303030303030303,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,2.0,0.2,0.5384615384615384,0.1794871794871795,0.28205128205128205,0.23076923076923078,0.10256410256410256,0.16,0.23076923076923078,0.6428571428571429,0.1794871794871795,0.6923076923076923,0.18181818181818182,True,True
router_target_0.3,router,2.0,0.3,0.6923076923076923,0.1794871794871795,0.1282051282051282,0.28205128205128205,0.10256410256410256,0.16,0.1794871794871795,0.5,0.3333333333333333,0.5384615384615384,0.3636363636363636,True,True
binary_risk_retreat_target_0.3,binary_risk_retreat,2.0,0.3,0.48717948717948717,0.1282051282051282,0.38461538461538464,0.3333333333333333,0.15384615384615385,0.24,0.1794871794871795,0.5,0.23076923076923078,0.6410256410256411,0.24242424242424246,True,True
router_target_0.4,router,2.0,0.4,0.6410256410256411,0.1794871794871795,0.1794871794871795,0.41025641025641024,0.23076923076923078,0.36,0.1794871794871795,0.5,0.28205128205128205,0.5897435897435898,0.303030303030303,False,False
binary_risk_retreat_target_0.4,binary_risk_retreat,2.0,0.4,0.46153846153846156,0.1282051282051282,0.41025641025641024,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,0.20512820512820512,0.6666666666666666,0.21212121212121213,False,False
router_target_0.5,router,2.0,0.5,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,0.4358974358974359,0.4358974358974359,0.48484848484848486,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,2.0,0.5,0.4358974358974359,0.10256410256410256,0.46153846153846156,0.41025641025641024,0.20512820512820512,0.32,0.15384615384615385,0.42857142857142855,0.23076923076923078,0.6410256410256411,0.24242424242424246,True,False
router_target_0.6,router,2.0,0.6,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.4358974358974359,0.4358974358974359,0.48484848484848486,False,False
binary_risk_retreat_target_0.6,binary_risk_retreat,2.0,0.6,0.358974358974359,0.07692307692307693,0.5641025641025641,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,0.20512820512820512,0.6666666666666666,0.21212121212121213,True,False
router_target_0.7,router,2.0,0.7,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.4358974358974359,0.4358974358974359,0.48484848484848486,False,False
binary_risk_retreat_target_0.7,binary_risk_retreat,2.0,0.7,0.3333333333333333,0.05128205128205128,0.6153846153846154,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.23076923076923078,0.6410256410256411,0.24242424242424246,True,False
router_target_0.8,router,2.0,0.8,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.4358974358974359,0.4358974358974359,0.48484848484848486,False,False
binary_risk_retreat_target_0.8,binary_risk_retreat,2.0,0.8,0.20512820512820512,0.02564102564102564,0.7692307692307693,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.15384615384615385,0.717948717948718,0.15151515151515155,True,False
router_target_0.9,router,2.0,0.9,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.4358974358974359,0.4358974358974359,0.48484848484848486,False,False
binary_risk_retreat_target_0.9,binary_risk_retreat,2.0,0.9,0.07692307692307693,0.0,0.9230769230769231,0.9230769230769231,0.5641025641025641,0.88,0.0,0.0,0.07692307692307693,0.7948717948717948,0.060606060606060615,True,False
base,base,2.0,,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.0,0.0,0.0,0.358974358974359,1.0,0.02564102564102564,0.8461538461538461,0.0,True,True
hazard_prompt,hazard_prompt,2.0,,0.4358974358974359,0.1794871794871795,0.38461538461538464,1.0,0.6410256410256411,1.0,0.0,0.0,0.07692307692307693,0.7948717948717948,0.060606060606060615,False,False
always_detour,always_detour,2.0,,0.6410256410256411,0.07692307692307693,0.28205128205128205,1.0,0.6410256410256411,1.0,0.0,0.0,0.48717948717948717,0.38461538461538464,0.5454545454545454,True,False
always_retreat,always_retreat,2.0,,0.0,0.0,1.0,1.0,0.6410256410256411,1.0,0.0,0.0,0.0,0.8717948717948718,-0.030303030303030304,False,False
oracle,oracle,2.0,,0.8717948717948718,0.0,0.1282051282051282,0.358974358974359,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,1.0,False,True
router_target_0.1,router,3.0,0.1,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.04,0.358974358974359,1.0,-0.28205128205128205,1.1538461538461537,0.0,False,False
binary_risk_retreat_target_0.1,binary_risk_retreat,3.0,0.1,0.6153846153846154,0.2564102564102564,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.04,0.3076923076923077,0.8571428571428571,-0.15384615384615385,1.0256410256410255,0.1111111111111111,True,True
router_target_0.2,router,3.0,0.2,0.6923076923076923,0.20512820512820512,0.10256410256410256,0.20512820512820512,0.07692307692307693,0.12,0.23076923076923078,0.6428571428571429,0.07692307692307693,0.7948717948717948,0.3111111111111111,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,3.0,0.2,0.5384615384615384,0.1794871794871795,0.28205128205128205,0.23076923076923078,0.10256410256410256,0.16,0.23076923076923078,0.6428571428571429,0.0,0.8717948717948718,0.24444444444444446,True,True
router_target_0.3,router,3.0,0.3,0.6923076923076923,0.1794871794871795,0.1282051282051282,0.28205128205128205,0.10256410256410256,0.16,0.1794871794871795,0.5,0.15384615384615385,0.717948717948718,0.3777777777777778,True,True
binary_risk_retreat_target_0.3,binary_risk_retreat,3.0,0.3,0.48717948717948717,0.1282051282051282,0.38461538461538464,0.3333333333333333,0.15384615384615385,0.24,0.1794871794871795,0.5,0.10256410256410256,0.7692307692307693,0.3333333333333333,True,True
router_target_0.4,router,3.0,0.4,0.6410256410256411,0.1794871794871795,0.1794871794871795,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,0.10256410256410256,0.7692307692307693,0.3333333333333333,False,False
binary_risk_retreat_target_0.4,binary_risk_retreat,3.0,0.4,0.46153846153846156,0.1282051282051282,0.41025641025641024,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,0.07692307692307693,0.7948717948717948,0.3111111111111111,False,False
router_target_0.5,router,3.0,0.5,0.6666666666666666,0.15384615384615385,0.1794871794871795,0.46153846153846156,0.2564102564102564,0.4,0.15384615384615385,0.42857142857142855,0.20512820512820512,0.6666666666666666,0.4222222222222223,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,3.0,0.5,0.4358974358974359,0.10256410256410256,0.46153846153846156,0.41025641025641024,0.20512820512820512,0.32,0.15384615384615385,0.42857142857142855,0.1282051282051282,0.7435897435897436,0.35555555555555557,True,False
router_target_0.6,router,3.0,0.6,0.6923076923076923,0.1282051282051282,0.1794871794871795,0.5897435897435898,0.3333333333333333,0.52,0.10256410256410256,0.2857142857142857,0.3076923076923077,0.5641025641025641,0.5111111111111112,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,3.0,0.6,0.358974358974359,0.07692307692307693,0.5641025641025641,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,0.1282051282051282,0.7435897435897436,0.35555555555555557,True,False
router_target_0.7,router,3.0,0.7,0.6923076923076923,0.10256410256410256,0.20512820512820512,0.6410256410256411,0.358974358974359,0.56,0.07692307692307693,0.21428571428571427,0.38461538461538464,0.48717948717948717,0.577777777777778,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,3.0,0.7,0.3333333333333333,0.05128205128205128,0.6153846153846154,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.1794871794871795,0.6923076923076923,0.4000000000000001,True,False
router_target_0.8,router,3.0,0.8,0.6923076923076923,0.10256410256410256,0.20512820512820512,0.6410256410256411,0.358974358974359,0.56,0.07692307692307693,0.21428571428571427,0.38461538461538464,0.48717948717948717,0.577777777777778,True,False
binary_risk_retreat_target_0.8,binary_risk_retreat,3.0,0.8,0.20512820512820512,0.02564102564102564,0.7692307692307693,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.1282051282051282,0.7435897435897436,0.35555555555555557,True,False
router_target_0.9,router,3.0,0.9,0.6923076923076923,0.10256410256410256,0.20512820512820512,0.6410256410256411,0.358974358974359,0.56,0.07692307692307693,0.21428571428571427,0.38461538461538464,0.48717948717948717,0.577777777777778,True,False
binary_risk_retreat_target_0.9,binary_risk_retreat,3.0,0.9,0.07692307692307693,0.0,0.9230769230769231,0.9230769230769231,0.5641025641025641,0.88,0.0,0.0,0.07692307692307693,0.7948717948717948,0.3111111111111111,True,False
base,base,3.0,,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.0,0.0,0.0,0.358974358974359,1.0,-0.28205128205128205,1.1538461538461537,0.0,True,True
hazard_prompt,hazard_prompt,3.0,,0.4358974358974359,0.1794871794871795,0.38461538461538464,1.0,0.6410256410256411,1.0,0.0,0.0,-0.10256410256410256,0.9743589743589743,0.15555555555555556,False,False
always_detour,always_detour,3.0,,0.6410256410256411,0.07692307692307693,0.28205128205128205,1.0,0.6410256410256411,1.0,0.0,0.0,0.41025641025641024,0.46153846153846156,0.6000000000000001,True,False
always_retreat,always_retreat,3.0,,0.0,0.0,1.0,1.0,0.6410256410256411,1.0,0.0,0.0,0.0,0.8717948717948718,0.24444444444444446,False,False
oracle,oracle,3.0,,0.8717948717948718,0.0,0.1282051282051282,0.358974358974359,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,1.0,False,True
