horizon,method,source,success,accident,delta_success,delta_accident,success_loss,new_accident,calls,controller_steps,completion_cost,intervention,no_trigger
220,Base,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,80.16666666666667,0.0,141.16666666666666,0.0,0.0
220,Base,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,1.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,86.5,0.0,0.0
220,Base,37d3edc8cb9ad51b8ebf45a235721c16e2531be26385d150aef2b21d81a04cae,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,164.5,0.0,164.5,0.0,0.0
220,Base,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,67.83333333333333,0.0,98.5,0.0,0.0
220,Base,64d921063eb0a02530efbea3434c347d28bd353cbb04464e5d91d499f62f61ef,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,65.83333333333333,0.0,197.0,0.0,0.3333333333333333
220,Base,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,56.166666666666664,0.0,119.66666666666667,0.0,0.0
220,Base,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,68.33333333333333,0.0,129.0,0.0,0.0
220,Base,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0
220,Base,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,72.5,0.0,127.83333333333333,0.0,0.0
220,Base,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,98.0,0.0,122.0,0.0,0.0
220,Base,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,75.0,0.0,137.5,0.0,0.0
220,Base,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,88.33333333333333,0.0,129.0,0.0,0.0
220,Base,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,70.0,0.0,131.16666666666666,0.0,0.0
220,Base,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,86.16666666666667,0.0,131.16666666666666,0.0,0.0
220,Base,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,103.66666666666667,0.0,125.66666666666667,0.0,0.0
220,Base,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,63.166666666666664,0.0,125.33333333333333,0.0,0.0
220,AlwaysDetour,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,2.0,218.0,219.0,1.0,0.0
220,AlwaysDetour,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,0.6666666666666666,0.0,-0.3333333333333333,0.0,0.3333333333333333,0.0,21.333333333333332,192.0,212.33333333333334,1.0,0.0
220,AlwaysDetour,37d3edc8cb9ad51b8ebf45a235721c16e2531be26385d150aef2b21d81a04cae,0.0,0.0,-0.6666666666666666,0.0,0.6666666666666666,0.0,53.333333333333336,167.66666666666666,220.0,1.0,0.0
220,AlwaysDetour,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,0.6666666666666666,0.0,-0.16666666666666666,-0.16666666666666666,0.16666666666666666,0.0,9.0,193.0,201.0,1.0,0.0
220,AlwaysDetour,64d921063eb0a02530efbea3434c347d28bd353cbb04464e5d91d499f62f61ef,0.0,0.6666666666666666,-0.16666666666666666,0.0,0.16666666666666666,0.0,7.666666666666667,114.0,220.0,0.6666666666666666,0.3333333333333333
220,AlwaysDetour,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,0.0,0.0,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.0,25.0,196.0,220.0,1.0,0.0
220,AlwaysDetour,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,0.6666666666666666,0.0,0.0,-0.3333333333333333,0.0,0.0,1.0,208.33333333333334,208.33333333333334,1.0,0.0
220,AlwaysDetour,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,0.3333333333333333,0.3333333333333333,-0.5,0.3333333333333333,0.5,0.3333333333333333,15.333333333333334,160.33333333333334,216.66666666666666,1.0,0.0
220,AlwaysDetour,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,0.0,0.0,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.0,7.333333333333333,213.66666666666666,220.0,1.0,0.0
220,AlwaysDetour,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,9.666666666666666,147.33333333333334,204.0,1.0,0.0
220,AlwaysDetour,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,0.6666666666666666,0.0,0.0,-0.3333333333333333,0.3333333333333333,0.0,18.0,191.0,208.0,1.0,0.0
220,AlwaysDetour,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,0.0,0.0,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.0,31.333333333333332,189.66666666666666,220.0,1.0,0.0
220,AlwaysDetour,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,0.0,0.0,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.0,3.0,218.0,220.0,1.0,0.0
220,AlwaysDetour,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,30.0,183.66666666666666,212.66666666666666,1.0,0.0
220,AlwaysDetour,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,0.3333333333333333,0.0,-0.3333333333333333,-0.16666666666666666,0.3333333333333333,0.0,12.0,208.33333333333334,219.33333333333334,1.0,0.0
220,AlwaysDetour,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,20.0,168.66666666666666,219.66666666666666,1.0,0.0
220,RiskDetour,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,80.16666666666667,0.0,141.16666666666666,0.0,0.0
220,RiskDetour,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,0.6666666666666666,0.0,-0.3333333333333333,0.0,0.3333333333333333,0.0,64.33333333333333,65.0,129.0,0.3333333333333333,0.0
220,RiskDetour,37d3edc8cb9ad51b8ebf45a235721c16e2531be26385d150aef2b21d81a04cae,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,164.5,0.0,164.5,0.0,0.0
220,RiskDetour,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,0.6666666666666666,0.0,-0.16666666666666666,-0.16666666666666666,0.16666666666666666,0.0,51.333333333333336,72.66666666666667,123.66666666666667,0.3333333333333333,0.0
220,RiskDetour,64d921063eb0a02530efbea3434c347d28bd353cbb04464e5d91d499f62f61ef,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,65.83333333333333,0.0,197.0,0.0,0.3333333333333333
220,RiskDetour,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,56.166666666666664,0.0,119.66666666666667,0.0,0.0
220,RiskDetour,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,41.166666666666664,68.66666666666667,170.16666666666666,0.3333333333333333,0.0
220,RiskDetour,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,98.0,0.0,98.0,0.0,0.0
220,RiskDetour,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,72.5,0.0,127.83333333333333,0.0,0.0
220,RiskDetour,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,52.5,56.666666666666664,132.83333333333334,0.3333333333333333,0.0
220,RiskDetour,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,44.166666666666664,64.33333333333333,170.66666666666666,0.3333333333333333,0.0
