parent,offset,absolute_anchor,eef_bowl_xy_m,eef_glass_xy_m,eef_above_glass_top_m,orientation_change_deg,qvel_norm,bundle_sha256,along_glass_to_bowl_m,lateral_glass_to_bowl_m
e18,0,11,0.1473352138960096,0.028150889695982683,0.11617593801567956,2.4148365394514667e-06,1.0379686884831867,46c814efee590c46f40bdbebcb687b7c6e3deb6dedfb205141b685996eb99fcf,-0.02608126409985244,0.010594350080544454
e18,3,14,0.11447747129104918,0.008274337805700227,0.1048479291874332,0.476863849840765,1.072010675774739,054e4bbf9ae8fecc8869ef2347093ca7d2dd091d1ea4c7abde46179e0500f361,0.006509119566970021,-0.005108427212531078
e18,10,21,0.08875827605539544,0.048629611087525004,0.02935273838287185,0.6757908903178663,0.9176750716594921,497c88534f16851640cb7baa5b2c8c5129092680d6b2bbb37a6c9b88c61e1a83,0.03763046991085155,-0.030802383167742576
e21,0,14,0.16418174883105827,0.15254767129565616,0.16690605001784392,0.0,1.11793173417912,8a46c5ee5da149a510cfad8deac3f6ed65150e7e278bc4fd9ba6d7c7e7ecd077,0.044709421600565735,0.14584875603813158
e21,3,17,0.14195798122026113,0.11376151754290773,0.15722001867369811,0.3595886538982829,1.1779007862954314,c7c14650f690143b6dc1ed281c4774da8e352f1c5557a7de606132016544b61e,0.030031979300373143,0.10972585425945545
e21,10,24,0.13007364502934488,0.03812540574089705,0.11019105960816439,1.7174062074468828,1.0784740124066634,e139eab480dbcac7bb7b2146e9de383e469aacc3c218a0819a1639453e87da3d,-0.0043360442845147935,0.037878031665739345
e27,0,58,0.13981756587648433,0.0330425925880611,0.1398145248152996,0.0,1.105150177674423,26fcc65176f0eff5aed41c44017707d05328a0299e9376024336711959dead02,-0.01677851792172209,0.028465668116013743
e27,3,61,0.11690725711734665,0.005225742186867181,0.1319512033716122,0.492157564769177,1.1741230250019135,b07b34174c251040d7f9cd763652dc8cf60b3c7d0adc4d07d0b9b4414c07c726,0.003274401980940454,-0.0040726739460478075
e27,10,68,0.11346353773191584,0.08155923293877167,0.08176781405783824,1.2847283085517467,0.86830955703567,4b71d0fdc39e380ddf77795dc24613e1bfa2752c985e38b47706f2800e3d9ec1,0.03415396801800623,-0.07406358718146068
e06,0,0,0.24544016185476691,0.24592813795768073,0.1732418324098129,0.0,0.05539886942248642,6b49449b0988c3de0c9d6b8d75a00cf8951fdfa4588cc6186ae5cc2375a6597d,0.05514022448570267,0.2396668618791475
e06,3,3,0.23920270439039204,0.23977903804497172,0.17324000004789558,0.40979036337103397,0.23244980905119234,67c7fdf2185a9dfa76e8adacb377d19030eecc8d9499670211f066e663d9b8c5,0.05530807930893538,0.23331310175154868
e06,10,10,0.18831774972491866,0.1828404790012178,0.1764143347309058,2.2689338081737085,0.8930356799231487,64edea837bc82e1c00a2822037d4797311d45aeb160a46a652416e13f78a248f,0.04462441310115135,0.17731131525306712
